id,index,match_id,period,timestamp,minute,second,event_type_id,event_type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,player_id,player_name,player_position_id,player_position_name,location_x,location_y,end_location_x,end_location_y,end_location_z,impact_height,duration,under_pressure,counterpress,substituted_player_id,substituted_player_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_cross,pass_cut_back,pass_switch,assisted_shot_id,key_pass_id,follows_dribble,one_on_one,open_goal,statsbomb_xg,off_camera,out,obv_for_after,obv_for_before,obv_for_net,obv_against_after,obv_against_before,obv_against_net,obv_total_net,outcome_id,outcome_name,type_id,type_name,card_id,card_name,body_part_id,body_part_name,technique_id,technique_name,position_id,position_name,advantage,aerial_won,backheel,defensive,deflected,deflection,first_time,in_chain,miscommunication,nutmeg,offensive,overrun,penalty,recovery_failure,redirect,save_block,through_ball,throw_in,early_video_end,late_video_start,match_suspended,related_events,freeze_frame_player_id,freeze_frame_player_name,freeze_frame_player_position_id,freeze_frame_player_position_name,freeze_frame_teammate,freeze_frame_x,freeze_frame_y,formation_player_id,formation_player_name,formation_position_id,formation_position_name,formation_jersey_number,shot_shot_assist,shot_goal_assist,pass_cluster_id,pass_cluster_label,pass_cluster_probability,pass_success_probability,shot_execution_xg,shot_execution_xg_uplift,gk_save_difficulty_xg,gk_positioning_xg_suppression,gk_shot_stopping_xg_suppression
b3540d99-ccc4-4501-8332-1f013fde6ce6,1016,3946949,1,00:36:56.892,36,56,42,Ball Receipt*,67,6468,Samsunspor,9,From Kick Off,6468,Samsunspor,30397,Ľubomír Šatka,3,Right Center Back,39.4,57.7,,,,,,false,false,,,,,,,,,,,,,,false,,,,false,false,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0dccc5b9-796c-4f8d-98bf-9b1dc0820546,,,,,,,,,,,,,,,,,,,,,,,
b326ee51-f49b-42d0-90ba-a7fbb49320f2,1017,3946949,1,00:36:56.892,36,56,43,Carries,67,6468,Samsunspor,9,From Kick Off,6468,Samsunspor,30397,Ľubomír Šatka,3,Right Center Back,39.4,57.7,50.7,63.9,,,3.853603,false,false,,,,,,,,,,,,,,false,,,,false,false,0.0152714215,0.013993944,0.0012774775,0.010104147,0.010413866,-3.097188E-4,0.0015871963,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"b3540d99-ccc4-4501-8332-1f013fde6ce6, ea4ea8eb-3bb1-4a73-8540-e01bcb9fdd28",,,,,,,,,,,,,,,,,,,,,,,
ea4ea8eb-3bb1-4a73-8540-e01bcb9fdd28,1018,3946949,1,00:37:00.746,37,0,30,Pass,67,6468,Samsunspor,9,From Kick Off,6468,Samsunspor,30397,Ľubomír Šatka,3,Right Center Back,50.7,63.9,40.9,50.4,,,1.170893,false,false,,,3799,Youssef Aït Bennasser,16.682026,-2.1987112,1,Ground Pass,false,false,false,,,false,,,,false,false,0.015208755,0.0152714215,-6.26668E-5,0.010370906,0.010104147,2.667597E-4,-3.294265E-4,,,,,,,40,Right Foot,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,80732d50-defb-451a-b961-dc37aa960730,,,,,,,,,,,,,,,42,Defensive third - Right - To left - Short - Ground Pass,0.6342775411,0.9921249747,,,,,
80732d50-defb-451a-b961-dc37aa960730,1019,3946949,1,00:37:01.917,37,1,42,Ball Receipt*,67,6468,Samsunspor,9,From Kick Off,6468,Samsunspor,3799,Youssef Aït Bennasser,10,Center Defensive Midfield,40.9,50.4,,,,,,false,false,,,,,,,,,,,,,,false,,,,false,false,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,ea4ea8eb-3bb1-4a73-8540-e01bcb9fdd28,,,,,,,,,,,,,,,,,,,,,,,
bac54a60-69e5-4f99-ab8d-28ff710d1e99,1020,3946949,1,00:37:01.917,37,1,43,Carries,67,6468,Samsunspor,9,From Kick Off,6468,Samsunspor,3799,Youssef Aït Bennasser,10,Center Defensive Midfield,40.9,50.4,40.9,50.4,,,0.82775,false,false,,,,,,,,,,,,,,false,,,,false,false,0.015208755,0.015208755,0.0,0.010370906,0.010370906,0.0,0.0,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"1cd46f70-44ac-46c7-b668-d073e2577042, 80732d50-defb-451a-b961-dc37aa960730",,,,,,,,,,,,,,,,,,,,,,,
1cd46f70-44ac-46c7-b668-d073e2577042,1021,3946949,1,00:37:02.745,37,2,30,Pass,67,6468,Samsunspor,9,From Kick Off,6468,Samsunspor,3799,Youssef Aït Bennasser,10,Center Defensive Midfield,40.9,50.4,43.5,15.1,,,2.125215,false,false,,,8301,Rick van Drongelen,35.395622,-1.4972746,1,Ground Pass,false,false,false,,,false,,,,false,false,0.014562953,0.015208755,-6.458014E-4,0.010428303,0.010370906,5.73965E-5,-7.031979E-4,,,,,,,40,Right Foot,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,199e469d-618a-421a-89a4-86e37bc171c1,,,,,,,,,,,,,,,47,Midfield third - Right - To left - Long - Ground Pass,0.8777374512,0.9968960285,,,,,
199e469d-618a-421a-89a4-86e37bc171c1,1022,3946949,1,00:37:04.870,37,4,42,Ball Receipt*,67,6468,Samsunspor,9,From Kick Off,6468,Samsunspor,8301,Rick van Drongelen,5,Left Center Back,43.5,15.1,,,,,,false,false,,,,,,,,,,,,,,false,,,,false,false,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1cd46f70-44ac-46c7-b668-d073e2577042,,,,,,,,,,,,,,,,,,,,,,,
29e5d88b-868a-40e7-937f-d5eb7d7a3500,1023,3946949,1,00:37:04.870,37,4,43,Carries,67,6468,Samsunspor,9,From Kick Off,6468,Samsunspor,8301,Rick van Drongelen,5,Left Center Back,43.5,15.1,53.8,13.5,,,1.305089,false,false,,,,,,,,,,,,,,false,,,,false,false,0.015630554,0.014562953,0.0010676011,0.01005757,0.010428303,-3.707325E-4,0.0014383337,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"199e469d-618a-421a-89a4-86e37bc171c1, 6cf97da2-9ffc-43ae-88d2-0fc777904cca",,,,,,,,,,,,,,,,,,,,,,,
6cf97da2-9ffc-43ae-88d2-0fc777904cca,1024,3946949,1,00:37:06.175,37,6,30,Pass,67,6468,Samsunspor,9,From Kick Off,6468,Samsunspor,8301,Rick van Drongelen,5,Left Center Back,53.8,13.5,76.0,1.8,,,1.434557,false,false,,,4123,Marc Bola,25.094421,-0.48503473,1,Ground Pass,false,false,false,,,false,,,,false,false,0.01745352,0.015630554,0.0018229652,0.009367626,0.01005757,-6.899443E-4,0.0025129095,,,,,,,38,Left Foot,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,c3adefaa-6fde-4537-aad3-2c060e7d603a,,,,,,,,,,,,,,,0,Midfield third - Center - To left - Short - Ground Pass,0.415182393,0.9388115406,,,,,
c3adefaa-6fde-4537-aad3-2c060e7d603a,1025,3946949,1,00:37:07.610,37,7,42,Ball Receipt*,67,6468,Samsunspor,9,From Kick Off,6468,Samsunspor,4123,Marc Bola,6,Left Back,76.0,1.8,,,,,,false,false,,,,,,,,,,,,,,false,,,,false,false,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6cf97da2-9ffc-43ae-88d2-0fc777904cca,,,,,,,,,,,,,,,,,,,,,,,
8f1c3049-9504-453f-91b0-bb8f36ae66ab,1026,3946949,1,00:37:07.610,37,7,43,Carries,67,6468,Samsunspor,9,From Kick Off,6468,Samsunspor,4123,Marc Bola,6,Left Back,76.0,1.8,75.8,3.7,,,0.47179,false,false,,,,,,,,,,,,,,false,,,,false,false,0.014549068,0.01745352,-0.0029044515,0.0065863044,0.009367626,-0.0027813218,-1.231297E-4,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"c3adefaa-6fde-4537-aad3-2c060e7d603a, ebb6bbaf-1654-45b8-952b-36b47d6eb2b3",,,,,,,,,,,,,,,,,,,,,,,
ebb6bbaf-1654-45b8-952b-36b47d6eb2b3,1027,3946949,1,00:37:08.081,37,8,3,Dispossessed,67,6468,Samsunspor,9,From Kick Off,6468,Samsunspor,4123,Marc Bola,6,Left Back,75.8,3.7,,,,,0.0,true,false,,,,,,,,,,,,,,false,,,,false,false,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,9f6db439-7365-4df0-ad37-73424c1151fb,,,,,,,,,,,,,,,,,,,,,,,
9f6db439-7365-4df0-ad37-73424c1151fb,1028,3946949,1,00:37:08.081,37,8,4,Duel,68,996,Beşiktaş,1,Regular Play,996,Beşiktaş,8200,Milot Rashica,17,Right Wing,44.3,76.4,,,,,0.0,true,true,,,,,,,,,,,,,,false,,,,false,false,0.0065863044,0.009367626,-0.0027813218,0.014549068,0.01745352,-0.0029044515,1.231297E-4,16,Success In Play,11,Tackle,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,ebb6bbaf-1654-45b8-952b-36b47d6eb2b3,,,,,,,,,,,,,,,,,,,,,,,
bedf86e5-a60c-4197-a23c-ab9e03c0e28e,1029,3946949,1,00:37:10.807,37,10,17,Pressure,68,996,Beşiktaş,1,Regular Play,6468,Samsunspor,332097,Arbnor Muja,16,Left Midfield,103.5,8.0,,,,,1.058225,false,true,,,,,,,,,,,,,,false,,,,false,false,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"c72b0ea0-0559-47f5-af00-5ce78f659cae, cce752a6-187e-484e-8905-57debe3b5fa3",,,,,,,,,,,,,,,,,,,,,,,
c72b0ea0-0559-47f5-af00-5ce78f659cae,1030,3946949,1,00:37:11.071,37,11,2,Ball Recovery,68,996,Beşiktaş,1,Regular Play,996,Beşiktaş,7844,Jonas Svensson,2,Right Back,14.8,71.4,,,,,0.0,true,false,,,,,,,,,,,,,,false,,,,false,false,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,bedf86e5-a60c-4197-a23c-ab9e03c0e28e,,,,,,,,,,,,,,,,,,,,,,,
cce752a6-187e-484e-8905-57debe3b5fa3,1031,3946949,1,00:37:11.071,37,11,43,Carries,68,996,Beşiktaş,1,Regular Play,996,Beşiktaş,7844,Jonas Svensson,2,Right Back,14.8,71.4,9.7,77.8,,,1.262429,true,false,,,,,,,,,,,,,,false,,,,false,false,0.005615367,0.0065863044,-9.709373E-4,0.014144645,0.014549068,-4.044231E-4,-5.665142E-4,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"2fc1108e-1ca2-4942-b25c-08868485e89f, bedf86e5-a60c-4197-a23c-ab9e03c0e28e, c72b0ea0-0559-47f5-af00-5ce78f659cae",,,,,,,,,,,,,,,,,,,,,,,
2fc1108e-1ca2-4942-b25c-08868485e89f,1032,3946949,1,00:37:12.334,37,12,30,Pass,68,996,Beşiktaş,1,Regular Play,996,Beşiktaş,7844,Jonas Svensson,2,Right Back,9.7,77.8,73.4,73.9,,,4.614762,false,false,,,7788,Ciro Immobile,63.819275,-0.061148163,3,High Pass,false,false,false,,,false,,,,false,false,0.011499268,0.005615367,0.005883901,0.012867975,0.014144645,-0.00127667,0.007160571,9,Incomplete,,,,,40,Right Foot,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"81efa8d2-a77a-4698-a390-497c05ebf69d, d5cfd08c-d7b2-4b90-bab9-9650bde8c554",,,,,,,,,,,,,,,14,Defensive third - Center - Forwards - Long - High Pass,0.8123986557,0.2019743323,,,,,
d5cfd08c-d7b2-4b90-bab9-9650bde8c554,1033,3946949,1,00:37:16.949,37,16,42,Ball Receipt*,68,996,Beşiktaş,1,Regular Play,996,Beşiktaş,7788,Ciro Immobile,23,Center Forward,56.3,52.9,,,,,,false,false,,,,,,,,,,,,,,false,,,,false,false,,,,,,,,9,Incomplete,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2fc1108e-1ca2-4942-b25c-08868485e89f,,,,,,,,,,,,,,,,,,,,,,,
81efa8d2-a77a-4698-a390-497c05ebf69d,1034,3946949,1,00:37:16.949,37,16,30,Pass,68,996,Beşiktaş,1,Regular Play,6468,Samsunspor,3799,Youssef Aït Bennasser,10,Center Defensive Midfield,46.7,6.2,53.6,3.7,,,1.960278,false,false,,,,,7.3389373,-0.34760687,2,Low Pass,false,false,false,,,false,,,,false,false,0.009192082,0.014144645,-0.004952563,0.015392973,0.005615367,0.009777606,-0.014730169,9,Incomplete,66,Recovery,,,40,Right Foot,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"2fc1108e-1ca2-4942-b25c-08868485e89f, 97d9b51d-2007-40db-9e0c-b62381e524e2",,,,,,,,,,,,,,,19,Midfield third - Left - Forwards - Short - Ground Pass,0.9988221879,0.6473850012,,,,,
97d9b51d-2007-40db-9e0c-b62381e524e2,1035,3946949,1,00:37:18.909,37,18,2,Ball Recovery,68,996,Beşiktaş,1,Regular Play,996,Beşiktaş,10327,Rafael Alexandre Fernandes Ferreira da Silva,19,Center Attacking Midfield,66.5,76.4,,,,,0.0,false,false,,,,,,,,,,,,,,false,,,,false,false,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,81efa8d2-a77a-4698-a390-497c05ebf69d,,,,,,,,,,,,,,,,,,,,,,,
c809d9e0-01da-46f8-aace-761fe9199d30,1036,3946949,1,00:37:18.909,37,18,43,Carries,68,996,Beşiktaş,1,Regular Play,996,Beşiktaş,10327,Rafael Alexandre Fernandes Ferreira da Silva,19,Center Attacking Midfield,66.5,76.4,73.1,77.4,,,1.199999,false,false,,,,,,,,,,,,,,false,,,,false,false,0.015490159,0.011499268,0.0039908914,0.009123447,0.012867975,-0.0037445277,0.007735419,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"51f01a1a-63a2-4568-9e57-cbdb18b3fed1, 97d9b51d-2007-40db-9e0c-b62381e524e2",,,,,,,,,,,,,,,,,,,,,,,
51f01a1a-63a2-4568-9e57-cbdb18b3fed1,1037,3946949,1,00:37:20.109,37,20,30,Pass,68,996,Beşiktaş,1,Regular Play,996,Beşiktaş,10327,Rafael Alexandre Fernandes Ferreira da Silva,19,Center Attacking Midfield,73.1,77.4,73.4,50.5,,,2.925587,false,false,,,10314,Gedson Carvalho Fernandes,26.901672,-1.5596443,1,Ground Pass,false,false,false,,,false,,,,false,false,0.021407472,0.015490159,0.0059173126,0.009840383,0.009123447,7.169358E-4,0.0052003767,,,,,,,40,Right Foot,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,d262ef42-dd25-425b-accc-b45ff831792a,,,,,,,,,,,,,,,18,Midfield third - Right - To left - Short - Ground Pass,0.9534506109,0.9364014268,,,,,
2253575d-3f03-488a-9dc3-b10bdb591b67,1038,3946949,1,00:37:22.937,37,22,17,Pressure,68,996,Beşiktaş,1,Regular Play,6468,Samsunspor,18574,Carlo Holse,13,Right Center Midfield,48.1,29.6,,,,,1.491238,false,false,,,,,,,,,,,,,,false,,,,false,false,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"99658308-5e4a-4409-bc75-3e06c13d105e, d262ef42-dd25-425b-accc-b45ff831792a",,,,,,,,,,,,,,,,,,,,,,,
d262ef42-dd25-425b-accc-b45ff831792a,1039,3946949,1,00:37:23.035,37,23,42,Ball Receipt*,68,996,Beşiktaş,1,Regular Play,996,Beşiktaş,10314,Gedson Carvalho Fernandes,9,Right Defensive Midfield,73.4,50.5,,,,,,true,false,,,,,,,,,,,,,,false,,,,false,false,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"2253575d-3f03-488a-9dc3-b10bdb591b67, 51f01a1a-63a2-4568-9e57-cbdb18b3fed1",,,,,,,,,,,,,,,,,,,,,,,
99658308-5e4a-4409-bc75-3e06c13d105e,1040,3946949,1,00:37:23.035,37,23,43,Carries,68,996,Beşiktaş,1,Regular Play,996,Beşiktaş,10314,Gedson Carvalho Fernandes,9,Right Defensive Midfield,73.4,50.5,98.1,27.4,,,7.238079,true,false,,,,,,,,,,,,,,false,,,,false,false,0.014854435,0.021407472,-0.006553037,0.0100701405,0.009840383,2.297573E-4,-0.0067827944,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"2253575d-3f03-488a-9dc3-b10bdb591b67, 7f6acd41-76aa-4e80-a350-d5c1744d0526, d262ef42-dd25-425b-accc-b45ff831792a, e75f4dad-35e5-4e3f-881f-27b35109e580",,,,,,,,,,,,,,,,,,,,,,,
7f6acd41-76aa-4e80-a350-d5c1744d0526,1041,3946949,1,00:37:27.624,37,27,17,Pressure,68,996,Beşiktaş,1,Regular Play,6468,Samsunspor,18574,Carlo Holse,13,Right Center Midfield,22.3,51.1,,,,,1.937497,false,false,,,,,,,,,,,,,,false,,,,false,false,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,99658308-5e4a-4409-bc75-3e06c13d105e,,,,,,,,,,,,,,,,,,,,,,,
e75f4dad-35e5-4e3f-881f-27b35109e580,1042,3946949,1,00:37:30.273,37,30,38,Miscontrol,68,996,Beşiktaş,1,Regular Play,996,Beşiktaş,10314,Gedson Carvalho Fernandes,9,Right Defensive Midfield,98.1,27.4,,,,,0.0,false,false,,,,,,,,,,,,,,false,,,,false,false,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,
5f094c8f-9f60-44fe-9197-31beeddf5d16,1043,3946949,1,00:37:30.358,37,30,2,Ball Recovery,69,6468,Samsunspor,1,Regular Play,6468,Samsunspor,18574,Carlo Holse,13,Right Center Midfield,22.3,51.7,,,,,0.0,false,false,,,,,,,,,,,,,,false,,,,false,false,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,
3479c916-628a-428f-a160-d5387fe14a1b,1044,3946949,1,00:37:30.358,37,30,43,Carries,69,6468,Samsunspor,1,Regular Play,6468,Samsunspor,18574,Carlo Holse,13,Right Center Midfield,22.3,51.7,23.5,50.9,,,0.73056,true,false,,,,,,,,,,,,,,false,,,,false,false,0.010214554,0.009840383,3.74171E-4,0.014772251,0.021407472,-0.0066352207,0.0070093917,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"33bba15b-5889-4a00-8002-508196ef386b, 5f094c8f-9f60-44fe-9197-31beeddf5d16, 9f1e87db-64a6-4fd1-85da-d5e8dd194aeb",,,,,,,,,,,,,,,,,,,,,,,
9f1e87db-64a6-4fd1-85da-d5e8dd194aeb,1045,3946949,1,00:37:31.089,37,31,22,Foul Committed,69,6468,Samsunspor,1,Regular Play,996,Beşiktaş,10314,Gedson Carvalho Fernandes,9,Right Defensive Midfield,96.6,29.2,,,,,0.0,false,true,,,,,,,,,,,,,,false,,,,false,false,0.014772251,0.014854435,-8.21836E-5,0.010214554,0.0100701405,1.444137E-4,-2.265973E-4,,,,,,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"33bba15b-5889-4a00-8002-508196ef386b, 3479c916-628a-428f-a160-d5387fe14a1b, d153e334-f45e-4c1a-b373-100c8f17abb5",,,,,,,,,,,,,,,,,,,,,,,
33bba15b-5889-4a00-8002-508196ef386b,1046,3946949,1,00:37:31.089,37,31,21,Foul Won,69,6468,Samsunspor,1,Regular Play,6468,Samsunspor,18574,Carlo Holse,13,Right Center Midfield,23.5,50.9,,,,,0.0,true,false,,,,,,,,,,,,,,false,,,,false,false,,,,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,9f1e87db-64a6-4fd1-85da-d5e8dd194aeb,,,,,,,,,,,,,,,,,,,,,,,
d153e334-f45e-4c1a-b373-100c8f17abb5,1047,3946949,1,00:37:31.089,37,31,43,Carries,69,6468,Samsunspor,1,Regular Play,6468,Samsunspor,18574,Carlo Holse,13,Right Center Midfield,23.5,50.9,42.1,56.4,,,3.30159,true,false,,,,,,,,,,,,,,false,,,,false,false,0.014334874,0.009173379,0.005161495,0.010401941,0.045324128,-0.034922186,0.040083684,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"0f0b9996-0af3-435d-a161-8ba13ae543a4, 33bba15b-5889-4a00-8002-508196ef386b, 9f1e87db-64a6-4fd1-85da-d5e8dd194aeb",,,,,,,,,,,,,,,,,,,,,,,
0f0b9996-0af3-435d-a161-8ba13ae543a4,1048,3946949,1,00:37:34.390,37,34,30,Pass,69,6468,Samsunspor,1,Regular Play,6468,Samsunspor,18574,Carlo Holse,13,Right Center Midfield,42.1,56.4,58.1,46.0,,,1.320286,false,false,,,8887,Kingsley Schindler,19.082977,-0.57637525,1,Ground Pass,false,false,false,,,false,,,,false,false,0.018908393,0.014334874,0.0045735184,0.009308904,0.010401941,-0.0010930365,0.005666555,,,,,,,38,Left Foot,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,258c5e82-08f5-4c37-9dc3-a6efaea36404,,,,,,,,,,,,,,,37,Midfield third - Center - Forwards - Short - Ground Pass,0.9951598037,0.9013959765,,,,,
258c5e82-08f5-4c37-9dc3-a6efaea36404,1049,3946949,1,00:37:35.710,37,35,42,Ball Receipt*,69,6468,Samsunspor,1,Regular Play,6468,Samsunspor,8887,Kingsley Schindler,12,Right Midfield,58.1,46.0,,,,,,false,false,,,,,,,,,,,,,,false,,,,false,false,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0f0b9996-0af3-435d-a161-8ba13ae543a4,,,,,,,,,,,,,,,,,,,,,,,
e3b99608-76b7-42f8-9af2-8f8bed6259b4,1050,3946949,1,00:37:35.710,37,35,43,Carries,69,6468,Samsunspor,1,Regular Play,6468,Samsunspor,8887,Kingsley Schindler,12,Right Midfield,58.1,46.0,63.8,43.1,,,0.668882,false,false,,,,,,,,,,,,,,false,,,,false,false,0.022166258,0.018908393,0.003257865,0.009110301,0.009308904,-1.986036E-4,0.0034564687,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"258c5e82-08f5-4c37-9dc3-a6efaea36404, a659c581-d11a-4381-aeb7-1e9fa001135d",,,,,,,,,,,,,,,,,,,,,,,
a659c581-d11a-4381-aeb7-1e9fa001135d,1051,3946949,1,00:37:36.379,37,36,30,Pass,69,6468,Samsunspor,1,Regular Play,6468,Samsunspor,8887,Kingsley Schindler,12,Right Midfield,63.8,43.1,78.1,3.7,,,2.446771,false,false,,,332097,Arbnor Muja,41.914795,-1.2226368,1,Ground Pass,false,false,false,8142816e-e478-4a54-9c10-39009268ed73,,false,,,,false,false,0.017349396,0.022166258,-0.004816862,0.008923066,0.009110301,-1.87235E-4,-0.004629627,,,,,,,40,Right Foot,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,cd1838d0-d946-4f01-a1a6-dededcd46fd6,,,,,,,,,,,,,,,0,Midfield third - Center - To left - Short - Ground Pass,0.5254999226,0.9704360366,,,,,
cd1838d0-d946-4f01-a1a6-dededcd46fd6,1052,3946949,1,00:37:38.826,37,38,42,Ball Receipt*,69,6468,Samsunspor,1,Regular Play,6468,Samsunspor,332097,Arbnor Muja,16,Left Midfield,78.1,3.7,,,,,,false,false,,,,,,,,,,,,,,false,,,,false,false,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,a659c581-d11a-4381-aeb7-1e9fa001135d,,,,,,,,,,,,,,,,,,,,,,,
20e40761-7565-47a4-9cd3-3e4cd286291f,1053,3946949,1,00:37:38.826,37,38,43,Carries,69,6468,Samsunspor,1,Regular Play,6468,Samsunspor,332097,Arbnor Muja,16,Left Midfield,78.1,3.7,102.5,25.2,,,5.277333,true,false,,,,,,,,,,,,,,false,,,,false,false,0.05453946,0.017349396,0.037190065,0.009215659,0.008923066,2.925936E-4,0.036897473,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"8142816e-e478-4a54-9c10-39009268ed73, cd1838d0-d946-4f01-a1a6-dededcd46fd6, d022440c-236d-4607-a977-8ee948d19984",,,,,,,,,,,,,,,,,,,,,,,
d022440c-236d-4607-a977-8ee948d19984,1054,3946949,1,00:37:43.632,37,43,17,Pressure,69,6468,Samsunspor,1,Regular Play,996,Beşiktaş,8200,Milot Rashica,17,Right Wing,14.8,58.3,,,,,0.593722,false,false,,,,,,,,,,,,,,false,,,,false,false,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"20e40761-7565-47a4-9cd3-3e4cd286291f, 8142816e-e478-4a54-9c10-39009268ed73",,,,,,,,,,,,,,,,,,,,,,,
8142816e-e478-4a54-9c10-39009268ed73,1055,3946949,1,00:37:44.103,37,44,16,Shot,69,6468,Samsunspor,1,Regular Play,6468,Samsunspor,332097,Arbnor Muja,16,Left Midfield,102.5,25.2,117.3,38.0,0.5,0.0,0.163767,true,false,,,,,,,,,,,,,a659c581-d11a-4381-aeb7-1e9fa001135d,false,false,false,0.03847267,false,false,0.07046436,0.05453946,0.015924897,0.009215659,0.009215659,0.0,0.015924897,100,Saved,87,Open Play,,,40,Right Foot,93,Normal,,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"310b993d-3c79-4997-aafc-232bf3e920d9, 7f09d1d0-83c7-4e18-840b-bf353e5d2b48, d022440c-236d-4607-a977-8ee948d19984",,,,,,,,,,,,,false,false,,,,,0.0704643577,0.0319916867,0.13876662,-0.003520716,0.1387666166
7f09d1d0-83c7-4e18-840b-bf353e5d2b48,1056,3946949,1,00:37:44.267,37,44,6,Block,69,6468,Samsunspor,1,Regular Play,996,Beşiktaş,8200,Milot Rashica,17,Right Wing,15.9,54.2,,,,,0.0,false,false,,,,,,,,,,,,,,false,,,,false,false,0.008796596,0.009215659,-4.190635E-4,0.014441953,0.07046436,-0.056022406,0.05560334,,,,,,,,,,,,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8142816e-e478-4a54-9c10-39009268ed73,,,,,,,,,,,,,,,,,,,,,,,
